panel,odor,fly_id,glomerulus,delta_f_over_f,roi_depth_um,zscore_scaled_delta_f_over_f,maxabs_scaled_delta_f_over_f,to-avg-max_scaled_delta_f_over_f,split-minmax_scaled_delta_f_over_f,split-minmax-to-avg_scaled_delta_f_over_f,delta_spike_rate,date,fly_num
megamat,va @ -3,3,DM6,0.3619497437067507,0.0,1.2116551794646768,0.2070964388134103,0.4919090060919646,0.2069635316334895,0.4915933162657564,207,2023-04-26,2
megamat,va @ -3,4,DM6,0.957598241140956,0.0,3.3825791497639783,0.43352367430836153,1.029733784744123,0.4334337583931787,1.029520210581656,207,2023-04-26,3
megamat,va @ -3,5,DM6,0.44943715450631344,0.0,0.5331713509007223,0.16427312822382814,0.39019227802853246,0.1642435495945726,0.39012202093380877,207,2023-05-08,1
megamat,va @ -3,6,DM6,0.150610325487176,0.0,-0.1042334289270306,0.07647774828490092,0.18165494956131042,0.07634046417846767,0.18132886337298804,207,2023-05-08,3
megamat,va @ -3,7,DM6,0.23104847005536824,0.0,0.11037242198229948,0.0745039273885633,0.17696660107553186,0.07435305135384192,0.17660823045019355,207,2023-05-09,1
megamat,va @ -3,8,DM6,0.41702536832046694,5.0,0.5383264385615573,0.15486744182964757,0.36785127654978333,0.15444368102895836,0.36684473218097563,207,2023-05-10,1
megamat,va @ -3,9,DM6,0.3540959517332108,0.0,1.2073115036946278,0.2241211023044857,0.5323471002713164,0.2239795741785295,0.5320109334102536,207,2023-06-22,1
megamat,aa @ -3,3,VA5,0.027116658726832835,60.0,-0.5722261756299952,0.01551531269875831,0.03685298546214319,0.015350292524969921,0.03646101875263107,5,2023-04-26,2
megamat,aa @ -3,5,VA5,0.0855410285372117,65.0,-0.4997540735881077,0.03126597836515566,0.07426499668569227,0.031231692253938185,0.07418355807193154,5,2023-05-08,1
megamat,aa @ -3,6,VA5,0.016774855261468467,50.0,-0.6296751058508931,0.008518029252326836,0.020232580180432582,0.008370642747945375,0.01988249811578165,5,2023-05-08,3
megamat,aa @ -3,7,VA5,0.04046894236806573,50.0,-0.5955596850910729,0.013049621765336892,0.030996315094758975,0.012888727339156709,0.030614148130800028,5,2023-05-09,1
megamat,aa @ -3,8,VA5,0.12423787339379005,50.0,-0.2870005857757176,0.04613724509935913,0.10958820205061634,0.045658965519597826,0.10845216111209281,5,2023-05-10,1
megamat,aa @ -3,9,VA5,0.011859384298920451,60.0,-0.57688891000041,0.007506265656855498,0.017829373116612656,0.007325224802848418,0.01739935303965276,5,2023-06-22,1
megamat,va @ -3,3,VA5,0.022031160379625266,60.0,-0.5993200504288145,0.012605547971444515,0.02994152197597483,0.012440040060378767,0.0295483967609823,2,2023-04-26,2
megamat,va @ -3,5,VA5,0.08118112657884687,65.0,-0.5121297304299617,0.02967239686823533,0.07047981769001238,0.029638054355868294,0.07039824510855244,2,2023-05-08,1
megamat,va @ -3,6,VA5,0.03660443939573656,50.0,-0.5518236220653094,0.0185872057122366,0.04414954665720274,0.018441316018452017,0.04380301991497666,2,2023-05-08,3
megamat,va @ -3,7,VA5,0.01038829772859997,50.0,-0.7069824234625575,0.003349812182166435,0.007956692981132732,0.003187336475578078,0.007570770056528617,2,2023-05-09,1
megamat,va @ -3,8,VA5,0.27406063279950993,50.0,0.13532883177433438,0.1017757487483561,0.24174441481428066,0.10132536706062074,0.2406746387734887,2,2023-05-10,1
