	n	r	CI95%	p-val	X	Y	method	covar
spearman	113	0.1262474999285045	[-0.06  0.3 ]	0.18470620680715363	vcf_dat	kc_remy_combo	spearman	chem_pattern
spearman	113	0.1550802087546923	[-0.03  0.33]	0.10253285857757029	vcf_dat	kc_remy_combo_mean_scaled	spearman	chem_rdkit
spearman	113	0.08093467551190817	[-0.11  0.26]	0.3962620205643943	vcf_dat	kc_remy_combo_mean_scaled	spearman	chem_fcfp
spearman	113	0.15039157824717447	[-0.04  0.33]	0.1134771713272504	vcf_dat	kc_remy_combo_mean_scaled	spearman	chem_ecfp
spearman	113	0.1262474999285045	[-0.06  0.3 ]	0.18470620680715363	vcf_dat	kc_remy_combo_mean_scaled	spearman	chem_pattern
spearman	113	0.12321906332060789	[-0.06  0.3 ]	0.19554892267391338	vcf_dat	kc_remy_combo_scaled_mean	spearman	chem_rdkit
spearman	113	0.03712551863190851	[-0.15  0.22]	0.6975529315400394	vcf_dat	kc_remy_combo_scaled_mean	spearman	chem_fcfp
spearman	113	0.11812470894943311	[-0.07  0.3 ]	0.21481339897627602	vcf_dat	kc_remy_combo_scaled_mean	spearman	chem_ecfp
spearman	113	0.08081529736754495	[-0.11  0.26]	0.39696134226325896	vcf_dat	kc_remy_combo_scaled_mean	spearman	chem_pattern
spearman	113	0.24099437486385095	[0.06 0.41]	0.010476964126236858	vcf_dat	orn_dat	spearman	chem_rdkit
spearman	113	0.17349527439877582	[-0.01  0.35]	0.06733926567199196	vcf_dat	orn_dat	spearman	chem_fcfp
spearman	113	0.3045169602616532	[0.13 0.46]	0.0010967949657382365	vcf_dat	orn_dat	spearman	chem_ecfp
spearman	113	0.22867195842205618	[0.05 0.4 ]	0.015303663087840797	vcf_dat	orn_dat	spearman	chem_pattern
spearman	113	0.29626672976745916	[0.12 0.46]	0.001515276586499536	vcf_dat	orn_emb	spearman	chem_rdkit
spearman	113	0.18152411985194714	[-0.    0.36]	0.05543326589112425	vcf_dat	orn_emb	spearman	chem_fcfp
spearman	113	0.3180223106784949	[0.14 0.48]	0.0006330676441164651	vcf_dat	orn_emb	spearman	chem_ecfp
spearman	113	0.2744279567792668	[0.09 0.44]	0.00341012110187142	vcf_dat	orn_emb	spearman	chem_pattern
spearman	113	0.12321906332060789	[-0.06  0.3 ]	0.19554892267391338	vcf_dat	kc_dat	spearman	chem_rdkit
spearman	113	0.03712551863190851	[-0.15  0.22]	0.6975529315400394	vcf_dat	kc_dat	spearman	chem_fcfp
spearman	113	0.11812470894943311	[-0.07  0.3 ]	0.21481339897627602	vcf_dat	kc_dat	spearman	chem_ecfp
spearman	113	0.08081529736754495	[-0.11  0.26]	0.39696134226325896	vcf_dat	kc_dat	spearman	chem_pattern
spearman	113	0.1467194698846627	[-0.04  0.32]	0.12266582844429116	vcf_dat	kc_emb	spearman	chem_rdkit
spearman	113	0.04881871846863865	[-0.14  0.23]	0.6092406314209886	vcf_dat	kc_emb	spearman	chem_fcfp
spearman	113	0.1350959427962812	[-0.05  0.31]	0.1555490380853153	vcf_dat	kc_emb	spearman	chem_ecfp
spearman	113	0.10220386101286981	[-0.08  0.28]	0.28358500236276846	vcf_dat	kc_emb	spearman	chem_pattern
spearman	113	0.055799545054474826	[-0.13  0.24]	0.558979714877462	vcf_dat	kc_combo	spearman	chem_rdkit
spearman	113	0.003648481536564928	[-0.18  0.19]	0.9695450782650177	vcf_dat	kc_combo	spearman	chem_fcfp
spearman	113	0.03109200383846542	[-0.16  0.22]	0.7448525168106133	vcf_dat	kc_combo	spearman	chem_ecfp
spearman	113	-0.0004458932730135248	[-0.19  0.19]	0.9962771224591992	vcf_dat	kc_combo	spearman	chem_pattern
spearman	113	0.33197329438162854	[0.16 0.49]	0.00034912317206055315	vcf_dat	uniform_dat	spearman	chem_rdkit
spearman	113	0.2611753540881124	[0.08 0.43]	0.005411482704048754	vcf_dat	uniform_dat	spearman	chem_fcfp
spearman	113	0.38144787105449196	[0.21 0.53]	3.330580255994078e-05	vcf_dat	uniform_dat	spearman	chem_ecfp
spearman	113	0.29164518111396237	[0.11 0.45]	0.0018086486181589886	vcf_dat	uniform_dat	spearman	chem_pattern
spearman	113	0.33905240467628855	[0.16 0.49]	0.0002553082840907561	vcf_dat	uniform_emb	spearman	chem_rdkit
spearman	113	0.267497670431745	[0.09 0.43]	0.004353760306940518	vcf_dat	uniform_emb	spearman	chem_fcfp
spearman	113	0.39035223479371617	[0.22 0.54]	2.092146645661982e-05	vcf_dat	uniform_emb	spearman	chem_ecfp
spearman	113	0.2985042488893168	[0.12 0.46]	0.0013893933396331576	vcf_dat	uniform_emb	spearman	chem_pattern
spearman	113	0.305534452061313	[0.13 0.46]	0.0010532494011593486	vcf_dat	hemibrain_dat	spearman	chem_rdkit
spearman	113	0.2506495148612101	[0.07 0.42]	0.007686043148151037	vcf_dat	hemibrain_dat	spearman	chem_fcfp
spearman	113	0.3473983526252593	[0.17 0.5 ]	0.0001748305953088388	vcf_dat	hemibrain_dat	spearman	chem_ecfp
spearman	113	0.2654201316178435	[0.08 0.43]	0.004678924584583394	vcf_dat	hemibrain_dat	spearman	chem_pattern
spearman	113	0.2980292078756612	[0.12 0.46]	0.0014152950704469191	vcf_dat	hemibrain_emb	spearman	chem_rdkit
spearman	113	0.23382198907986954	[0.05 0.4 ]	0.013091276138095794	vcf_dat	hemibrain_emb	spearman	chem_fcfp
spearman	113	0.3386509059217975	[0.16 0.49]	0.0002599324388944078	vcf_dat	hemibrain_emb	spearman	chem_ecfp
spearman	113	0.2576954997567341	[0.08 0.42]	0.006086440152910999	vcf_dat	hemibrain_emb	spearman	chem_pattern
spearman	113	0.22298690578764602	[0.04 0.39]	0.018116199788135796	vcf_dat	uniform_tom	spearman	chem_rdkit
spearman	113	0.1618360916876851	[-0.02  0.34]	0.08824005628520337	vcf_dat	uniform_tom	spearman	chem_fcfp
spearman	113	0.2863281902934703	[0.11 0.45]	0.002209192374581499	vcf_dat	uniform_tom	spearman	chem_ecfp
spearman	113	0.21766286268345267	[0.03 0.39]	0.021144236364660222	vcf_dat	uniform_tom	spearman	chem_pattern
spearman	113	0.15559690475683918	[-0.03  0.33]	0.10137927260379119	vcf_dat	hemibrain_tom	spearman	chem_rdkit
spearman	113	0.13568393168819168	[-0.05  0.31]	0.15374125292778362	vcf_dat	hemibrain_tom	spearman	chem_fcfp
spearman	113	0.19745023376060783	[0.01 0.37]	0.036909361688946214	vcf_dat	hemibrain_tom	spearman	chem_ecfp
spearman	113	0.15738587823307887	[-0.03  0.33]	0.09746376736876972	vcf_dat	hemibrain_tom	spearman	chem_pattern
spearman	136	0.1809245504951135	[0.01 0.34]	0.035731636468861315	vcf_emb_all	orn_remy	spearman	chem_rdkit
spearman	136	0.11234549186176992	[-0.06  0.28]	0.1945246873800202	vcf_emb_all	orn_remy	spearman	chem_fcfp
spearman	136	0.1541677956305003	[-0.02  0.31]	0.07421263029272822	vcf_emb_all	orn_remy	spearman	chem_ecfp
spearman	136	0.10375904994164412	[-0.07  0.27]	0.2310742817496978	vcf_emb_all	orn_remy	spearman	chem_pattern
spearman	136	0.1809245504951135	[0.01 0.34]	0.035731636468861315	vcf_emb_all	orn_remy_mean_scaled	spearman	chem_rdkit
spearman	136	0.11234549186176992	[-0.06  0.28]	0.1945246873800202	vcf_emb_all	orn_remy_mean_scaled	spearman	chem_fcfp
spearman	136	0.1541677956305003	[-0.02  0.31]	0.07421263029272822	vcf_emb_all	orn_remy_mean_scaled	spearman	chem_ecfp
spearman	136	0.10375904994164412	[-0.07  0.27]	0.2310742817496978	vcf_emb_all	orn_remy_mean_scaled	spearman	chem_pattern
spearman	136	0.1770191063237005	[0.01 0.34]	0.03998536181128974	vcf_emb_all	orn_remy_scaled_mean	spearman	chem_rdkit
spearman	136	0.10848416760754054	[-0.06  0.27]	0.2104055684086469	vcf_emb_all	orn_remy_scaled_mean	spearman	chem_fcfp
spearman	136	0.14947408577137747	[-0.02  0.31]	0.08357368527299822	vcf_emb_all	orn_remy_scaled_mean	spearman	chem_ecfp
spearman	136	0.09911464287494863	[-0.07  0.26]	0.25274059362076395	vcf_emb_all	orn_remy_scaled_mean	spearman	chem_pattern
spearman	136	0.29962355899800963	[0.14 0.45]	0.00041492382888813287	vcf_emb_all	kc_remy	spearman	chem_rdkit
spearman	136	0.2655947353226612	[0.1  0.42]	0.0018497664375726078	vcf_emb_all	kc_remy	spearman	chem_fcfp
spearman	136	0.28524183472038317	[0.12 0.43]	0.0007984309846263048	vcf_emb_all	kc_remy	spearman	chem_ecfp
spearman	136	0.270037829956265	[0.11 0.42]	0.0015378841736163496	vcf_emb_all	kc_remy	spearman	chem_pattern
spearman	136	0.29962355899800963	[0.14 0.45]	0.00041492382888813287	vcf_emb_all	kc_remy_mean_scaled	spearman	chem_rdkit
spearman	136	0.2655947353226612	[0.1  0.42]	0.0018497664375726078	vcf_emb_all	kc_remy_mean_scaled	spearman	chem_fcfp
spearman	136	0.28524183472038317	[0.12 0.43]	0.0007984309846263048	vcf_emb_all	kc_remy_mean_scaled	spearman	chem_ecfp
spearman	136	0.270037829956265	[0.11 0.42]	0.0015378841736163496	vcf_emb_all	kc_remy_mean_scaled	spearman	chem_pattern
spearman	136	0.30011506773853613	[0.14 0.45]	0.0004054995121781002	vcf_emb_all	kc_remy_scaled_mean	spearman	chem_rdkit
spearman	136	0.2661209718418576	[0.1  0.42]	0.0018100426502838912	vcf_emb_all	kc_remy_scaled_mean	spearman	chem_fcfp
spearman	136	0.2858231587511298	[0.12 0.43]	0.0007780947852089431	vcf_emb_all	kc_remy_scaled_mean	spearman	chem_ecfp
spearman	136	0.27047155529645267	[0.11 0.42]	0.001510161344984154	vcf_emb_all	kc_remy_scaled_mean	spearman	chem_pattern
spearman	136	0.31007122004685556	[0.15 0.46]	0.0002523851603071747	vcf_emb_all	kc_remy_combo	spearman	chem_rdkit
spearman	136	0.277243640992563	[0.11 0.43]	0.0011323906914853788	vcf_emb_all	kc_remy_combo	spearman	chem_fcfp
spearman	136	0.29703792968073095	[0.13 0.44]	0.00046791857516090334	vcf_emb_all	kc_remy_combo	spearman	chem_ecfp
spearman	136	0.28829774400224006	[0.13 0.44]	0.0006967363430666406	vcf_emb_all	kc_remy_combo	spearman	chem_pattern
spearman	136	0.31007122004685556	[0.15 0.46]	0.0002523851603071747	vcf_emb_all	kc_remy_combo_mean_scaled	spearman	chem_rdkit
spearman	136	0.277243640992563	[0.11 0.43]	0.0011323906914853788	vcf_emb_all	kc_remy_combo_mean_scaled	spearman	chem_fcfp
spearman	136	0.29703792968073095	[0.13 0.44]	0.00046791857516090334	vcf_emb_all	kc_remy_combo_mean_scaled	spearman	chem_ecfp
spearman	136	0.28829774400224006	[0.13 0.44]	0.0006967363430666406	vcf_emb_all	kc_remy_combo_mean_scaled	spearman	chem_pattern
spearman	136	0.30011506773853613	[0.14 0.45]	0.0004054995121781002	vcf_emb_all	kc_remy_combo_scaled_mean	spearman	chem_rdkit
spearman	136	0.2661209718418576	[0.1  0.42]	0.0018100426502838912	vcf_emb_all	kc_remy_combo_scaled_mean	spearman	chem_fcfp
spearman	136	0.2858231587511298	[0.12 0.43]	0.0007780947852089431	vcf_emb_all	kc_remy_combo_scaled_mean	spearman	chem_ecfp
spearman	136	0.27047155529645267	[0.11 0.42]	0.001510161344984154	vcf_emb_all	kc_remy_combo_scaled_mean	spearman	chem_pattern
spearman	136	0.1770191063237005	[0.01 0.34]	0.03998536181128974	vcf_emb_all	orn_dat	spearman	chem_rdkit
spearman	136	0.10848416760754054	[-0.06  0.27]	0.2104055684086469	vcf_emb_all	orn_dat	spearman	chem_fcfp
spearman	136	0.14947408577137747	[-0.02  0.31]	0.08357368527299822	vcf_emb_all	orn_dat	spearman	chem_ecfp
spearman	136	0.09911464287494863	[-0.07  0.26]	0.25274059362076395	vcf_emb_all	orn_dat	spearman	chem_pattern
spearman	136	0.21054588739306068	[0.04 0.37]	0.014241440535562413	vcf_emb_all	orn_emb	spearman	chem_rdkit
spearman	136	0.14672479550186834	[-0.02  0.31]	0.08948161864863746	vcf_emb_all	orn_emb	spearman	chem_fcfp
spearman	136	0.19498134073521003	[0.03 0.35]	0.023438633226000455	vcf_emb_all	orn_emb	spearman	chem_ecfp
spearman	136	0.17073483575577322	[0.   0.33]	0.04771759405767418	vcf_emb_all	orn_emb	spearman	chem_pattern
spearman	136	0.30011506773853613	[0.14 0.45]	0.0004054995121781002	vcf_emb_all	kc_dat	spearman	chem_rdkit
spearman	136	0.2661209718418576	[0.1  0.42]	0.0018100426502838912	vcf_emb_all	kc_dat	spearman	chem_fcfp
spearman	136	0.2858231587511298	[0.12 0.43]	0.0007780947852089431	vcf_emb_all	kc_dat	spearman	chem_ecfp
spearman	136	0.27047155529645267	[0.11 0.42]	0.001510161344984154	vcf_emb_all	kc_dat	spearman	chem_pattern
spearman	136	0.31616057404408016	[0.16 0.46]	0.00018728140823021748	vcf_emb_all	kc_emb	spearman	chem_rdkit
spearman	136	0.28085467667045994	[0.12 0.43]	0.0009683516891584967	vcf_emb_all	kc_emb	spearman	chem_fcfp
spearman	136	0.30168190965555663	[0.14 0.45]	0.00037675998711858056	vcf_emb_all	kc_emb	spearman	chem_ecfp
spearman	136	0.28889290463892314	[0.13 0.44]	0.0006783721218460106	vcf_emb_all	kc_emb	spearman	chem_pattern
spearman	136	0.23621268057030254	[0.07 0.39]	0.0058126694806964994	vcf_emb_all	kc_combo	spearman	chem_rdkit
spearman	136	0.2167635853153266	[0.05 0.37]	0.011561793584709656	vcf_emb_all	kc_combo	spearman	chem_fcfp
spearman	136	0.22091528140606215	[0.05 0.38]	0.010028954600154481	vcf_emb_all	kc_combo	spearman	chem_ecfp
spearman	136	0.2140634484266211	[0.05 0.37]	0.012665696419932666	vcf_emb_all	kc_combo	spearman	chem_pattern
spearman	136	0.2399740472121803	[0.07 0.39]	0.005056624409251097	vcf_emb_all	uniform_dat	spearman	chem_rdkit
spearman	136	0.18573254100631487	[0.02 0.34]	0.031024966533848123	vcf_emb_all	uniform_dat	spearman	chem_fcfp
spearman	136	0.21673960359218908	[0.05 0.37]	0.01157121409628656	vcf_emb_all	uniform_dat	spearman	chem_ecfp
spearman	136	0.14669769383116485	[-0.02  0.31]	0.08954147038505761	vcf_emb_all	uniform_dat	spearman	chem_pattern
spearman	136	0.25616179442918185	[0.09 0.41]	0.002709942996956576	vcf_emb_all	uniform_emb	spearman	chem_rdkit
spearman	136	0.20868522822528776	[0.04 0.36]	0.015142130060773898	vcf_emb_all	uniform_emb	spearman	chem_fcfp
spearman	136	0.23458989804674119	[0.07 0.39]	0.006168857109596119	vcf_emb_all	uniform_emb	spearman	chem_ecfp
spearman	136	0.16543231200288414	[-0.    0.33]	0.05517319450193913	vcf_emb_all	uniform_emb	spearman	chem_pattern
spearman	136	0.34707589450716825	[0.19 0.49]	3.7217534275732284e-05	vcf_emb_all	hemibrain_dat	spearman	chem_rdkit
spearman	136	0.30775724769054624	[0.15 0.45]	0.0002822122032477845	vcf_emb_all	hemibrain_dat	spearman	chem_fcfp
spearman	136	0.3303740921410214	[0.17 0.47]	9.101658687508356e-05	vcf_emb_all	hemibrain_dat	spearman	chem_ecfp
spearman	136	0.25853962359982535	[0.09 0.41]	0.0024644266693951583	vcf_emb_all	hemibrain_dat	spearman	chem_pattern
spearman	136	0.35284405295946686	[0.2  0.49]	2.7003239783117294e-05	vcf_emb_all	hemibrain_emb	spearman	chem_rdkit
spearman	136	0.31781905138079486	[0.16 0.46]	0.00017247380101573188	vcf_emb_all	hemibrain_emb	spearman	chem_fcfp
spearman	136	0.3370877498725117	[0.18 0.48]	6.392394750264323e-05	vcf_emb_all	hemibrain_emb	spearman	chem_ecfp
spearman	136	0.2659034227713441	[0.1  0.42]	0.0018263697424097394	vcf_emb_all	hemibrain_emb	spearman	chem_pattern
spearman	136	0.1991312765209029	[0.03 0.36]	0.02058992377707076	vcf_emb_all	uniform_tom	spearman	chem_rdkit
spearman	136	0.13750214380470294	[-0.03  0.3 ]	0.1117586679262125	vcf_emb_all	uniform_tom	spearman	chem_fcfp
spearman	136	0.17295200974412003	[0.   0.33]	0.04485863320568429	vcf_emb_all	uniform_tom	spearman	chem_ecfp
spearman	136	0.12220997555043997	[-0.05  0.29]	0.15793633605205856	vcf_emb_all	uniform_tom	spearman	chem_pattern
spearman	136	0.351156358916813	[0.19 0.49]	2.9679988657611238e-05	vcf_emb_all	hemibrain_tom	spearman	chem_rdkit
spearman	136	0.30582161083215215	[0.14 0.45]	0.00030963626185100417	vcf_emb_all	hemibrain_tom	spearman	chem_fcfp
spearman	136	0.33074429991637894	[0.17 0.47]	8.927923237177266e-05	vcf_emb_all	hemibrain_tom	spearman	chem_ecfp
spearman	136	0.2723610603810682	[0.11 0.42]	0.0013946205480005812	vcf_emb_all	hemibrain_tom	spearman	chem_pattern
spearman	113	0.23972763124637123	[0.06 0.41]	0.010902313300670213	vcf_emb_masked	orn_remy	spearman	chem_rdkit
spearman	113	0.17085105464573308	[-0.02  0.35]	0.07168704315467407	vcf_emb_masked	orn_remy	spearman	chem_fcfp
spearman	113	0.22107763703897904	[0.04 0.39]	0.01915597634301816	vcf_emb_masked	orn_remy	spearman	chem_ecfp
spearman	113	0.15764219388900266	[-0.03  0.33]	0.09691267105142233	vcf_emb_masked	orn_remy	spearman	chem_pattern
spearman	113	0.23972763124637123	[0.06 0.41]	0.010902313300670213	vcf_emb_masked	orn_remy_mean_scaled	spearman	chem_rdkit
spearman	113	0.17085105464573308	[-0.02  0.35]	0.07168704315467407	vcf_emb_masked	orn_remy_mean_scaled	spearman	chem_fcfp
spearman	113	0.22107763703897904	[0.04 0.39]	0.01915597634301816	vcf_emb_masked	orn_remy_mean_scaled	spearman	chem_ecfp
spearman	113	0.15764219388900266	[-0.03  0.33]	0.09691267105142233	vcf_emb_masked	orn_remy_mean_scaled	spearman	chem_pattern
spearman	113	0.24091626716701034	[0.06 0.41]	0.010502763639669621	vcf_emb_masked	orn_remy_scaled_mean	spearman	chem_rdkit
spearman	113	0.17250718351042596	[-0.01  0.35]	0.06893820003116238	vcf_emb_masked	orn_remy_scaled_mean	spearman	chem_fcfp
spearman	113	0.22229672311430718	[0.04 0.39]	0.01848630106823534	vcf_emb_masked	orn_remy_scaled_mean	spearman	chem_ecfp
spearman	113	0.15869181237488772	[-0.03  0.33]	0.09468151584489692	vcf_emb_masked	orn_remy_scaled_mean	spearman	chem_pattern
spearman	113	0.4336524736344068	[0.27 0.57]	1.7852538063900358e-06	vcf_emb_masked	kc_remy	spearman	chem_rdkit
spearman	113	0.4044474165210839	[0.24 0.55]	9.745821983782949e-06	vcf_emb_masked	kc_remy	spearman	chem_fcfp
spearman	113	0.4247032275426427	[0.26 0.57]	3.0544435975261824e-06	vcf_emb_masked	kc_remy	spearman	chem_ecfp
spearman	113	0.39805705234926997	[0.23 0.54]	1.383903821921961e-05	vcf_emb_masked	kc_remy	spearman	chem_pattern
spearman	113	0.4336524736344068	[0.27 0.57]	1.7852538063900358e-06	vcf_emb_masked	kc_remy_mean_scaled	spearman	chem_rdkit
spearman	113	0.4044474165210839	[0.24 0.55]	9.745821983782949e-06	vcf_emb_masked	kc_remy_mean_scaled	spearman	chem_fcfp
spearman	113	0.4247032275426427	[0.26 0.57]	3.0544435975261824e-06	vcf_emb_masked	kc_remy_mean_scaled	spearman	chem_ecfp
spearman	113	0.39805705234926997	[0.23 0.54]	1.383903821921961e-05	vcf_emb_masked	kc_remy_mean_scaled	spearman	chem_pattern
spearman	113	0.4343913405379048	[0.27 0.57]	1.7066508965525207e-06	vcf_emb_masked	kc_remy_scaled_mean	spearman	chem_rdkit
spearman	113	0.40521839976604757	[0.24 0.55]	9.337544682671142e-06	vcf_emb_masked	kc_remy_scaled_mean	spearman	chem_fcfp
spearman	113	0.4255445278460283	[0.26 0.57]	2.9059560189721597e-06	vcf_emb_masked	kc_remy_scaled_mean	spearman	chem_ecfp
spearman	113	0.39866353928606807	[0.23 0.54]	1.3390201860978273e-05	vcf_emb_masked	kc_remy_scaled_mean	spearman	chem_pattern
spearman	113	0.42242009922609675	[0.26 0.56]	3.49441911685538e-06	vcf_emb_masked	kc_remy_combo	spearman	chem_rdkit
spearman	113	0.39327928604168916	[0.22 0.54]	1.79032294078302e-05	vcf_emb_masked	kc_remy_combo	spearman	chem_fcfp
spearman	113	0.4128298234444153	[0.25 0.56]	6.084933040898848e-06	vcf_emb_masked	kc_remy_combo	spearman	chem_ecfp
spearman	113	0.39166641672318847	[0.22 0.54]	1.9511612788671955e-05	vcf_emb_masked	kc_remy_combo	spearman	chem_pattern
spearman	113	0.42242009922609675	[0.26 0.56]	3.49441911685538e-06	vcf_emb_masked	kc_remy_combo_mean_scaled	spearman	chem_rdkit
spearman	113	0.39327928604168916	[0.22 0.54]	1.79032294078302e-05	vcf_emb_masked	kc_remy_combo_mean_scaled	spearman	chem_fcfp
spearman	113	0.4128298234444153	[0.25 0.56]	6.084933040898848e-06	vcf_emb_masked	kc_remy_combo_mean_scaled	spearman	chem_ecfp
spearman	113	0.39166641672318847	[0.22 0.54]	1.9511612788671955e-05	vcf_emb_masked	kc_remy_combo_mean_scaled	spearman	chem_pattern
spearman	113	0.4343913405379048	[0.27 0.57]	1.7066508965525207e-06	vcf_emb_masked	kc_remy_combo_scaled_mean	spearman	chem_rdkit
spearman	113	0.40521839976604757	[0.24 0.55]	9.337544682671142e-06	vcf_emb_masked	kc_remy_combo_scaled_mean	spearman	chem_fcfp
spearman	113	0.4255445278460283	[0.26 0.57]	2.9059560189721597e-06	vcf_emb_masked	kc_remy_combo_scaled_mean	spearman	chem_ecfp
spearman	113	0.39866353928606807	[0.23 0.54]	1.3390201860978273e-05	vcf_emb_masked	kc_remy_combo_scaled_mean	spearman	chem_pattern
spearman	113	0.24091626716701034	[0.06 0.41]	0.010502763639669621	vcf_emb_masked	orn_dat	spearman	chem_rdkit
spearman	113	0.17250718351042596	[-0.01  0.35]	0.06893820003116238	vcf_emb_masked	orn_dat	spearman	chem_fcfp
spearman	113	0.22229672311430718	[0.04 0.39]	0.01848630106823534	vcf_emb_masked	orn_dat	spearman	chem_ecfp
spearman	113	0.15869181237488772	[-0.03  0.33]	0.09468151584489692	vcf_emb_masked	orn_dat	spearman	chem_pattern
spearman	113	0.2684089208176102	[0.09 0.43]	0.004217625175232369	vcf_emb_masked	orn_emb	spearman	chem_rdkit
spearman	113	0.20900411737728342	[0.02 0.38]	0.02699687820502346	vcf_emb_masked	orn_emb	spearman	chem_fcfp
spearman	113	0.2553256457698055	[0.07 0.42]	0.006587925128636313	vcf_emb_masked	orn_emb	spearman	chem_ecfp
spearman	113	0.21794046298966088	[0.03 0.39]	0.020976233626063167	vcf_emb_masked	orn_emb	spearman	chem_pattern
spearman	113	0.4343913405379048	[0.27 0.57]	1.7066508965525207e-06	vcf_emb_masked	kc_dat	spearman	chem_rdkit
spearman	113	0.40521839976604757	[0.24 0.55]	9.337544682671142e-06	vcf_emb_masked	kc_dat	spearman	chem_fcfp
spearman	113	0.4255445278460283	[0.26 0.57]	2.9059560189721597e-06	vcf_emb_masked	kc_dat	spearman	chem_ecfp
spearman	113	0.39866353928606807	[0.23 0.54]	1.3390201860978273e-05	vcf_emb_masked	kc_dat	spearman	chem_pattern
spearman	113	0.44948086577915203	[0.29 0.59]	6.645710062082981e-07	vcf_emb_masked	kc_emb	spearman	chem_rdkit
spearman	113	0.4203678204544887	[0.25 0.56]	3.940451002984101e-06	vcf_emb_masked	kc_emb	spearman	chem_fcfp
spearman	113	0.4401006414783471	[0.28 0.58]	1.2008160684268587e-06	vcf_emb_masked	kc_emb	spearman	chem_ecfp
spearman	113	0.4171409594581083	[0.25 0.56]	4.7521104209133276e-06	vcf_emb_masked	kc_emb	spearman	chem_pattern
spearman	113	0.3355660917438633	[0.16 0.49]	0.00029812985011974804	vcf_emb_masked	kc_combo	spearman	chem_rdkit
spearman	113	0.31326543463993656	[0.14 0.47]	0.0007705368406301868	vcf_emb_masked	kc_combo	spearman	chem_fcfp
spearman	113	0.3206888037312322	[0.14 0.48]	0.0005662337254598234	vcf_emb_masked	kc_combo	spearman	chem_ecfp
spearman	113	0.3064264899626933	[0.13 0.47]	0.0010163769543800685	vcf_emb_masked	kc_combo	spearman	chem_pattern
spearman	113	0.2698483577328939	[0.09 0.43]	0.0040103298117227315	vcf_emb_masked	uniform_dat	spearman	chem_rdkit
spearman	113	0.21026190989090882	[0.03 0.38]	0.026069361505314505	vcf_emb_masked	uniform_dat	spearman	chem_fcfp
spearman	113	0.25455224463449344	[0.07 0.42]	0.006759337829671808	vcf_emb_masked	uniform_dat	spearman	chem_ecfp
spearman	113	0.1840339618668909	[-0.    0.36]	0.05208778938375169	vcf_emb_masked	uniform_dat	spearman	chem_pattern
spearman	113	0.31792036115539446	[0.14 0.48]	0.00063576103151508	vcf_emb_masked	uniform_emb	spearman	chem_rdkit
spearman	113	0.2705748694411602	[0.09 0.43]	0.003909208279384857	vcf_emb_masked	uniform_emb	spearman	chem_fcfp
spearman	113	0.30702313479360066	[0.13 0.47]	0.000992376367215864	vcf_emb_masked	uniform_emb	spearman	chem_ecfp
spearman	113	0.2343249763591501	[0.05 0.4 ]	0.012890954490455386	vcf_emb_masked	uniform_emb	spearman	chem_pattern
spearman	113	0.3795208846345856	[0.21 0.53]	3.67667480643542e-05	vcf_emb_masked	hemibrain_dat	spearman	chem_rdkit
spearman	113	0.3377072841177529	[0.16 0.49]	0.0002711069178263168	vcf_emb_masked	hemibrain_dat	spearman	chem_fcfp
spearman	113	0.3746169330246021	[0.2  0.52]	4.71532560336743e-05	vcf_emb_masked	hemibrain_dat	spearman	chem_ecfp
spearman	113	0.30674850091806644	[0.13 0.47]	0.0010033587444930575	vcf_emb_masked	hemibrain_dat	spearman	chem_pattern
spearman	113	0.39144898397430994	[0.22 0.54]	1.973854163134304e-05	vcf_emb_masked	hemibrain_emb	spearman	chem_rdkit
spearman	113	0.3533392978328206	[0.18 0.51]	0.00013265784759250196	vcf_emb_masked	hemibrain_emb	spearman	chem_fcfp
spearman	113	0.38777429190343704	[0.22 0.53]	2.3969242694240383e-05	vcf_emb_masked	hemibrain_emb	spearman	chem_ecfp
spearman	113	0.3201122101290098	[0.14 0.48]	0.0005801108219080358	vcf_emb_masked	hemibrain_emb	spearman	chem_pattern
spearman	113	0.2676529596653339	[0.09 0.43]	0.0043302869404105914	vcf_emb_masked	uniform_tom	spearman	chem_rdkit
spearman	113	0.20408257540669172	[0.02 0.38]	0.03090084354319302	vcf_emb_masked	uniform_tom	spearman	chem_fcfp
spearman	113	0.2504787241473637	[0.07 0.42]	0.007729046081756442	vcf_emb_masked	uniform_tom	spearman	chem_ecfp
spearman	113	0.18787577998616642	[0.   0.36]	0.0472908020492551	vcf_emb_masked	uniform_tom	spearman	chem_pattern
spearman	113	0.4177826301452598	[0.25 0.56]	4.579083257463996e-06	vcf_emb_masked	hemibrain_tom	spearman	chem_rdkit
spearman	113	0.37288409889392293	[0.2  0.52]	5.143775880583323e-05	vcf_emb_masked	hemibrain_tom	spearman	chem_fcfp
spearman	113	0.4129848882037159	[0.25 0.56]	6.0314198027938715e-06	vcf_emb_masked	hemibrain_tom	spearman	chem_ecfp
spearman	113	0.35248481419369515	[0.18 0.51]	0.0001380772494308307	vcf_emb_masked	hemibrain_tom	spearman	chem_pattern
